Hour,Month,DayOfWeek,Ontario Demand,Market Demand,HOEP,toronto_humidity,orillia_humidity,oshawa_humidity,mississauga_humidity,pickering_humidity,brampton_humidity,sarnia_humidity,guelph_humidity,ottawa_humidity,burlington_humidity,thunderbay_humidity,kingston_humidity,vaughan_humidity,markham_humidity,london_humidity,brantford_humidity,peterborough_humidity,niagarafalls_humidity,barrie_humidity,brockville_humidity,hamilton_humidity,cornwall_humidity
8,7,3,14400.812214979816,19819.325469472635,0.7117303543804128,35.97746931994765,77.2087346826922,67.70989629795261,59.55242959353179,71.24344891977067,37.951080860832896,70.899671057117,78.51162562320643,85.31130325497583,53.70689805148526,92.44839797533385,41.71076066139189,75.56283560804378,85.39444569421035,90.20847781953427,95.42473697420772,100.88294255334671,99.15764359325891,86.75097718019698,56.540951170588265,101.12946826390403,86.36748339536656
21,2,5,19959.39489410959,16595.216725605187,9.00738622148916,69.40143234836307,74.37539813949246,94.35021090715937,55.44600727207498,78.19657321333541,46.89895735866532,75.79185738622724,77.80292285181281,52.13304275134455,67.96335331626322,65.43503244182597,52.99434305716912,69.78858636908564,54.44771330324935,75.91787627711835,91.04036142902825,95.67145772763477,83.6089272556493,74.87728642455735,80.669689969279,59.87920269549712,25.67119494167044
3,9,6,17791.961845976235,15597.883938041688,37.66181887196062,60.57608762756194,93.98418969996062,96.36864218344836,52.58160533909263,49.47409562406851,63.17099504221711,83.813001730449,45.379747118370354,95.71529138973098,58.61606296686749,102.61468900332109,77.33569293725131,76.75407038901788,83.22724984055293,72.18944198342201,82.37252728152811,44.7294534788193,56.54970498367701,87.41376485139196,92.05784117349427,99.65076136125623,97.04215344064731
5,10,5,12479.319606461604,15330.83341783724,18.111946177217813,54.73106354705321,53.17534462247248,86.26713248895652,83.52383665283415,83.9310596868353,41.05471365423691,70.35723095904181,37.68666287205942,75.82673819530507,76.73755389280302,92.34693860067529,65.11434323837099,37.2704020875105,53.18391826713867,65.48264797405281,100.11571731966981,92.26680995871642,82.67124774455486,91.10831136893898,96.7675957272736,69.33794601840178,79.91726673656443
23,10,3,16806.804211346265,16584.486351959345,-8.886366430698917,41.71124437004402,83.92704582716675,97.88702826015242,41.7650264145778,51.397512195837635,95.52940564905764,92.29073229913482,70.60703248383757,96.64305203022055,67.28875719645664,43.9701590620462,70.56978781338381,88.90964608637044,87.82033289407794,93.97541605457505,55.23271399439857,89.45187900832954,75.46729273516635,71.48300129190618,89.42109012774178,94.42070493231806,76.36822675969262
7,8,3,17759.682135390387,20762.120189803947,-3.534969260384402,71.62646057594797,35.50137665186359,61.10200695627408,88.2270710814162,71.1165851453511,56.352351352774654,79.79565492683388,51.942722147630846,92.44225699468672,81.44176207255673,98.41084721520497,73.32056528190691,59.388439278314436,71.05120273285921,87.03320414328607,65.16012167306486,63.66403537395527,59.85315187976121,62.207366583352986,69.08144069613091,97.94539241019217,100.07724308610217
4,9,3,13810.88845638314,14132.575248939986,-0.03042547357260439,66.3455203034414,78.79537579444926,88.03031088720854,88.44309730033059,97.63273785559319,39.92504813815362,87.33553928718986,67.82624700613341,72.88815199119385,76.26714606036327,55.367683401675464,60.89414070484997,80.59300432320568,70.23499596600642,78.97172226403481,70.86485293623541,102.46468447793661,91.72520358450669,92.8075113506389,89.92717401744798,86.22817574532363,89.71035688346069
0,2,2,14648.523097980638,15656.366641112514,26.872165205952776,69.20349384333069,60.646371917593186,62.78538812995563,93.78823051806427,63.76088073830423,61.053204507303924,85.81350956167286,67.27216156868121,77.32197923911791,74.59435478966994,59.91923428390962,100.52758069848961,94.22160184181435,61.78063498801146,85.58583273166333,92.36453566964697,77.82754843232561,80.51183559285722,91.7847768850114,91.7838550362291,94.72679233408033,63.04279653825861
11,12,6,15271.844429978635,19039.672191153786,28.97048954196311,71.63163912612724,47.1379659403046,80.00914562762799,22.300560165306454,86.25154700468936,75.31724916163478,88.23416827817053,94.23899657599868,43.28917883576173,61.954841849674395,61.138087702366626,46.74054608417967,64.6490614924069,56.27054811347196,49.33617451233103,97.13221766637757,98.22567910621119,96.05215452198665,67.5728242425622,63.270709035957914,79.16110492150987,90.57113525284379
15,6,6,15703.773654973627,18982.332415602057,27.71259299363934,61.84415251381374,89.26904867652983,93.29887421952775,63.30206515207456,54.10160819371082,83.06155145791806,73.97939540769025,92.84810320543976,82.54853864146894,77.52239568209643,72.51880999581886,91.23434436682878,51.00580867789056,83.02458647956564,61.96038330495725,89.78753040214262,87.83490495380302,77.97779015303315,89.85447290851648,54.17013218040156,96.58646133215173,87.76578322563601
13,9,3,23384.647989071305,13783.72132274791,1325.3726503237915,64.3728185051876,68.55900295329283,36.79291527221489,46.07192546720495,53.82522965187556,93.32938242015805,71.53766839432357,83.38531177518509,90.88531246497017,97.0058493015283,77.71789192077165,82.58573579226699,96.68560270173734,85.30814405629305,99.09020735775735,75.82505555457355,93.23824315914005,87.45502463643044,33.188084504767744,59.68424503754741,82.6614096689731,94.16927769996352
5,10,1,15250.89144018005,19869.209685262267,38.292226736749775,63.480590578445785,72.18936250081889,92.11573931887274,80.90743574349767,76.95225621017693,86.36077229563502,73.86858370251345,96.1178500333096,51.290858043629754,68.34646886731346,85.07738877595142,75.53204654953973,74.00826161311487,74.36117366210175,93.53168780981301,69.3955823325903,50.62172371563661,68.95364618046274,61.3148058945969,94.06905973512723,100.37984831657765,78.92062645836614
6,11,5,11571.336881660136,19266.253677593435,23.677568685715197,74.57438697882414,42.553166473250755,75.9405788117835,64.85043259144393,73.07162710136336,95.04633028570836,59.42430486213176,95.69234041599839,58.4410096866158,68.874210613991,56.70236994310357,56.47173657859358,50.75708091102018,92.63533415023252,88.62849709009149,79.93250340837486,97.45491644264848,75.10440717532623,97.19210174732709,86.91412446738312,61.80431024839913,92.50828149755941
16,8,5,13461.030896392633,15742.189305011198,49.2789136810801,68.66191300741556,67.81369600044587,75.93464991976259,59.027897317869524,56.50631893810706,29.59436755941175,76.42200405333392,97.0862873415189,101.93849778293877,61.86990261467677,61.68366659686577,74.65284182641871,68.1337281440782,91.80671928628682,94.9690072925848,95.78100953445191,76.10714830026306,99.51298691527442,90.2692934647045,90.72767183135942,91.9706569326624,95.08914452006407
1,12,0,14715.820168745688,23975.80723254553,22.40702724394217,74.52094127219439,44.85163232156445,82.96332081296799,73.18420518422604,69.29166965090398,75.48194224866928,61.13170957490027,90.89647011468092,95.69411538216916,87.14183516936194,98.39863851050228,60.79617064328883,95.75025331159769,71.60766403098471,90.4028918078961,86.88724703121534,83.4702396305331,71.7337194901945,42.13989270184649,97.30701398643018,66.2083142264107,84.30910740394431
23,3,6,12126.614262887631,13791.993236337492,36.660969507224344,72.54118694233077,65.01760442140092,83.76098082675777,68.56689537083018,99.56245109437023,65.2099694290017,90.74343678898911,60.92587529252489,68.17095807956397,92.04461853043831,40.00746745234389,88.05736050826208,77.96096287076882,44.689523909898355,99.37159647300146,88.457603419759,47.14796108772207,59.57601449746126,83.17327510635931,38.28337052440364,71.94391068909528,54.960769063502404
1,12,2,14854.758571150409,19473.55544728394,1.5212192827527278,80.94392194170945,90.24207362422403,85.13772703253787,61.93720758745476,78.15396204853006,96.90742910481852,51.09348592582451,95.63566488096613,67.97592972007587,71.78301187571546,84.36208224634488,94.66937120323016,71.86516217920145,73.86155589546338,80.19545157786905,70.36313226961003,94.61129078982351,65.65270077391558,53.64803266903148,97.38118221449265,75.01740781966666,45.32247227795154
5,11,6,15287.845938770135,19036.929833191418,7.5586364324914115,80.28915536675656,76.07263291293549,76.48604764190053,49.54935311984706,91.48917064204235,100.09501726883289,58.62912044920893,76.72611057500374,95.27985869556669,77.45223680400957,97.75432564718281,76.31366622038917,66.14979228636324,57.357419740798875,77.10163436277195,87.49376366119657,68.57437389008187,49.14658015285781,50.502102085354906,71.00133409502719,99.90320757150596,101.06860842895674
8,7,0,15028.968131767591,18171.140192131305,1.1656400783227618,56.01556443089462,55.81564484030373,79.58033923393931,42.08196953292598,69.21887590150801,70.60869023644679,95.7622402373308,80.78419337289174,89.62203829183882,83.69108058413184,86.28906610637979,85.49686223268974,100.13736527187937,70.78919874286053,65.54711902386548,94.90880652104418,45.059342611682816,56.777621639399285,89.96008128346564,86.47561646521456,61.542531464593075,61.344441814205716
22,1,1,17412.10718763738,16977.641183283842,17.360411775522067,96.77571071577128,73.65864538716421,70.3934566273618,68.57197502881918,62.08974138342275,89.42295135058909,70.26662094061837,100.78808282338525,53.38510003260533,92.92239094982206,83.98512521181647,79.3001144758254,54.85261931571744,65.36040593912526,45.13588559160992,79.19662014374562,69.40215278807175,65.87167630447021,66.3793198461693,66.72462668066999,77.0695682746023,100.14194420801476
11,12,0,16551.042753792575,18292.438117175283,43.342116799859795,62.275452547029076,91.51661750364127,88.64443344986292,75.59342711381132,60.34554750348242,63.44953943420998,75.65585328377826,37.208823257943045,66.23677680017195,62.74635826909958,59.47832682042109,53.98531992180258,97.5859990140507,74.13824288126877,81.03312973713763,91.92054688744179,100.13157512864291,82.71593785534935,69.61552776860455,96.30149294514514,86.487717063077,100.77070656318651
23,2,1,17306.793962065203,18331.96500158885,29.249761463407633,58.51215892357566,81.18276696496739,79.18358610930436,79.16936192002673,46.58629594184213,42.660151057959474,67.9992153782752,98.83738058328295,54.72203162228138,66.67180965745504,50.42494162144894,50.85341695132508,74.6342387442567,65.85959987983152,71.26140876932921,63.34975328463325,96.49007806431734,80.93636844786256,55.301386727777874,71.15772506041044,78.57609677606953,90.51114236113182
0,2,1,12287.278563428525,16257.127505326393,2.3907507067059846,43.61949034760334,72.4127081520204,56.82808928892308,87.08164277801743,90.4109743262422,85.97600979996591,52.554962442406406,80.28580286886088,53.6688088194483,78.59305006872609,74.50498059404184,43.1903706422195,86.07492859881067,71.4131263682418,75.7832710123908,87.46893973359693,63.103229444919364,96.09097074343964,91.30925231416498,95.78881442906822,98.21992539608121,48.59655294223749
20,12,3,17438.09421044449,22105.087042067724,39.8745215734007,67.14319082522465,86.6532579637522,55.56192276946614,73.04579177563302,94.70289165990292,86.49744689406596,64.07503547981132,93.77687503687179,31.725689449661242,81.45648239910086,81.43760221716694,49.37622857517801,71.19414653795255,69.77756994799456,78.18012953413177,67.38764363375655,61.41075898108796,54.45626897756333,80.2081035080071,94.83083351489529,87.28588932829139,59.244032409774796
10,2,4,17813.02193972434,24393.291601225,10.116756433578498,90.36129186053044,66.25276688681551,70.57949559933448,97.44758862243695,70.7408550296995,57.36649905343084,69.29613188427477,48.49430940480618,69.90220562204892,61.70835608940361,89.02988405996638,71.55477489030243,79.89427190111134,80.73316913136676,67.49830926832699,78.43496177432448,88.70474518117283,87.18172161378195,93.71018327534516,37.797188430928685,88.44076853446012,86.74459416089067
21,5,1,13723.665186384205,19036.968075439992,15.650889623083144,61.80411680626121,92.69899934668139,90.81249261164017,36.234619804571565,75.89728788225177,78.84822940853077,96.51582364821225,72.20602836228336,86.92552113717494,71.96605945590922,77.13743053568513,73.40409386235383,56.756505242207794,71.23192136615798,67.1620837662789,78.52332045819591,100.90399236330735,79.58039186487741,52.04210835020437,89.62480876225924,83.82761409403722,52.51841594374142
17,8,1,12162.971427872842,20758.057230318194,0.022491766416232295,34.0023091274402,35.09398862364982,92.362211024632,59.12049457587984,79.29756830571938,78.4483363635241,95.71071947891787,65.47528487248863,46.83595258139991,33.2023288895803,59.66454565389053,86.27489607840215,38.552145527752245,79.02125452413976,93.51453330828029,65.46282650547406,102.28360833765275,67.47192061565978,90.35766717415498,77.1761530854339,33.315495581057036,58.04656785052956
20,1,5,13190.278894150062,14322.054749599069,22.59473986914609,68.93689138026937,97.1003815482293,50.045967806383466,91.95887152946995,90.67011708045551,57.48094058181067,78.74200291145465,100.0119270618031,63.396321002082004,67.84732922359035,88.93333710470573,79.04976521059726,95.96695698124668,80.34442524881516,96.42945096106803,82.80715314898748,48.87612840284697,99.08915959678284,60.6483695707885,52.370725674631366,37.18159952925901,74.18764368420757
12,8,1,17104.838914789118,18472.902412569718,32.494303757196256,63.567170887511736,82.76846293312288,86.19174638754762,91.11921276928929,88.5898344264541,33.00990963632852,83.76331405054083,82.19496922529756,50.38385315443064,93.5459962158966,59.49985458677266,94.6972640946421,85.62441597674538,58.46001421032021,79.23428812925972,88.42783555822662,54.73371224375667,88.52814554428133,92.98059562091169,98.11878652540452,98.88377942083713,90.52041695647733
13,5,0,15373.171170619944,19398.77015766773,16.233551931718385,88.03422276865413,85.34388909431452,87.6251665340988,72.45537530791506,96.02614832686297,72.6400784862748,93.5281612855649,91.14337131389563,92.51379019088888,64.97454691981729,47.13743269726549,92.97144942369677,83.18612868188707,86.77766286046298,90.59426480243263,77.06085855792378,92.42917582814121,80.0408151610409,76.74019791754623,87.32446189973405,64.19206415701495,75.85775881448559
14,1,5,11756.956308970786,18462.66917235028,-0.2767373418801551,39.10875092848956,85.52545031132541,96.51321286503274,84.8001453948073,67.96709898484121,50.743001853329375,81.39060410651182,99.37512317800412,66.47694211335235,63.76584860723915,75.12428039553633,39.437702136302576,97.78148114374616,63.5284454449028,48.31153539929778,94.47702584942472,84.39400983158448,99.87342026545141,63.95986981391758,75.7196418590387,89.7559314464429,81.7274240429168
23,7,0,12048.495688554243,15177.985667337038,20.62538555153011,85.57089211228732,53.71317236773788,54.751268659886236,63.771176188388374,51.816407865205086,66.08117826056446,70.73644395106966,93.68105234652053,73.5273055843218,47.6001850685517,76.20401150087002,60.43530719659594,92.5087067429982,49.94145665709936,53.26510348092409,75.59044344719993,96.72392555987435,58.156254994370734,93.2846496298691,83.26728812241107,73.12778591903148,96.42430372550021
2,3,1,16820.102017767553,16855.296801202254,21.41922231433175,99.12544306036254,97.00974455138875,60.89740112651948,84.99397031128342,74.23054120560687,71.80896104467921,82.84372084780708,35.969052688839625,73.17975916970333,61.90750063004686,49.21348290413462,73.95376352285112,57.06950695182162,73.9726059396728,75.25222220304862,84.90754030554395,66.8181792442286,52.94458690834089,72.1307305258336,44.51510730315279,65.87982223549159,37.83838806999378
13,5,6,11159.42878685171,16284.208295747558,-2.498494673097948,35.75052968316582,80.39022638075365,54.160436217126566,96.37348256646354,92.89116402780469,97.60075844954879,44.90443722820166,89.7398342158732,97.9778669513849,66.28879615062708,63.55140495224729,71.22822872082436,59.69239515118125,80.87453438382951,69.53663077393014,46.36435030467057,87.64990073916655,94.37719196040968,73.96230881290853,70.2725461006845,57.634762026329554,76.62845824011902
20,8,0,13233.071889665305,16437.496347865294,7.150702598443518,92.46104635060381,56.68323018272227,97.6020392585966,74.0088044383949,84.02560476581512,86.1906188268859,34.37517308881326,61.950365685157365,76.02551733913256,73.43738110454761,80.59648213936019,78.06480137215885,63.087542360815284,40.364070595893466,74.51385846299466,50.579372729467394,72.67048763274775,79.99696504152516,74.2743743664839,57.22876983187887,77.93881030945894,68.45333555891406
11,6,1,13823.789179444393,21869.708000348666,0.03836483925082246,67.32326209341582,46.46654021204306,30.452625380240978,98.38785492342527,64.4097970117602,83.25865039901383,78.52470664246188,86.66105781255847,28.597664680017573,93.96726015560776,90.1776661151262,71.79436297244247,62.4814879612593,68.51589586984919,85.5652849602113,32.80110450921979,95.85186093819279,62.42216758940052,61.765512701585266,50.031519378567054,97.24462480903665,61.919796406287965
8,1,0,15779.867223198273,15043.291802098634,12.421594284248622,90.23947111661445,76.91369775304247,101.18868829394198,44.23695692677275,68.43307293664519,88.46365203768892,94.33714490598683,95.80573919719973,81.9851169140003,68.83014160633277,95.23236773314864,93.85905380382664,93.12375160025701,57.32745174436108,65.92996045694554,77.7483870730919,63.487587766118914,95.56794216770061,68.76843460316762,92.48571224257489,85.9300352978437,94.87262881604823
17,10,3,15285.105976499008,21545.748946788506,-1.5918298187896216,72.72291829956195,82.67339512005395,85.17044953330668,67.44097241708411,84.59210221048758,58.00220721896241,88.50975626339401,94.84844272746749,69.38833951230521,72.12696449954474,75.4930290762612,74.57087124916758,47.92027384815222,92.16678653732927,52.80497945345599,74.87922713447702,84.36495161647964,83.3958655584587,62.69244572587509,79.8027142095703,100.92063850013099,66.30593379014927
9,4,2,21339.568321915012,19240.96641208996,44.60289669987575,69.41824657951592,83.98224328922566,77.16341901875928,91.53563500942671,71.7773685490092,70.06154694315502,90.80148276169906,67.2228328131725,35.881687890908005,69.18983701539348,72.77377049090447,85.62211298638454,68.6133428219877,68.20147949632585,35.369291292752486,29.488994001001743,62.07996945408971,90.23158497676734,91.75325083708202,98.86452781883104,91.29605800283605,87.55275671415788
4,10,1,12538.391638232744,18842.526833159875,4.7532690132947355,55.83981633561738,46.887222719871126,40.99247164089454,81.21496192588597,70.7961588610112,78.37283354509736,88.59280850523807,91.87386090984086,50.10692829625054,74.96298438673136,74.32091171575678,92.16429631540845,60.983324507073796,72.2960456712161,72.48101836359785,90.3009217267938,99.16981579199799,52.34855304340262,88.30234218453045,62.769700836607626,62.60728074026824,66.6686048625618
2,2,5,19178.562110445386,16817.865950960924,4.095854731377992,52.335810739011286,100.17387500934312,100.07436492790784,55.70731656329948,26.543137397163626,56.95441277313571,61.75072283761503,85.8253655113012,61.6072326818999,77.21467356556964,35.9877679784059,73.7703891423554,45.74086180995159,85.02197633518462,83.28229894734461,88.16598132602978,96.3626078121381,69.6773625977949,77.06563142172544,64.87803699320062,74.68542666433393,96.14364577405247
15,12,4,18010.21940457063,17732.818873436026,3.4296689194707803,65.53985728557589,86.04263813600787,94.79496729305417,56.945232104101954,86.74475787763596,68.85882327153774,88.92867631701719,65.96331819627865,81.21782575950928,56.44336476849722,60.95887932271711,73.70799930887905,72.31816093649384,69.10333130743749,73.03873016092271,75.02130287329537,64.08446460837482,41.795375682245066,86.73724247264832,37.536592626929085,52.028194912078035,90.79969399579585
1,10,4,14737.30891941702,17416.006786640864,5.501154658229973,79.75811450232932,58.0838648861242,88.48488760569127,54.1576278557354,83.57852414119893,64.44780734199554,85.57355501913433,46.729674104615846,42.27103728992133,61.41741790173221,72.51997447554616,69.00018044845893,76.4208860470515,87.02577284776648,33.862590048175356,53.725415704594816,87.21464952221147,79.94067372442028,63.29526566112337,93.58732701494685,88.73915066926195,51.57193803850354
9,3,1,12461.872548181293,17834.673374201953,-0.5678335121929826,55.564479993589146,74.90744641571102,97.39688006917639,57.2691495806074,63.68617765167965,68.6249643290643,58.52287476268789,65.14717151506721,77.50399967101848,80.01631076922375,94.37136462428303,88.67286726054847,77.06411835350055,97.69179497962517,60.607195732126854,92.97734706192446,89.91726752459633,92.01509783732814,44.053449525607796,91.99965753713197,73.50120238626484,95.46794575589608
13,3,3,13863.797245147754,20372.041564192623,6.197446356441961,91.63515209719968,85.56885930086368,95.40446867515608,80.70502538065807,95.65910052836409,92.26071333388239,62.46479404376808,76.7744977367634,59.7462770130188,91.59196258401444,64.90552439163875,68.21660120801569,76.97008164924024,83.17711551030123,56.063020968488544,96.71077544019232,94.34656122334196,91.73314622670917,92.86346219294325,73.18755462472475,64.43400760697018,78.98515152289028
4,1,0,12720.133347951856,20510.087386492225,960.552094411665,42.93934936309837,85.8728144753335,59.356905342153325,51.07100274160653,101.26673702435986,48.544080651370294,69.2221633290811,86.67958124231701,53.750598810337074,87.53499259560063,98.85327972370393,76.75865378567995,50.36191542425069,68.37266781594676,50.972509100596646,74.59483791605324,90.11385767543663,42.21701880636859,83.51121946691502,65.1662916144288,63.795123769294214,78.78569776772751
0,7,6,17367.845951168772,18454.58675358166,8.480205337990304,85.26158483661345,87.23935050553284,27.738080413108573,44.70517013239649,84.42770711796506,37.266552571605374,61.01193719388347,64.75670863797347,67.97583341174095,88.91024462365874,50.311112488994596,48.714809009316504,41.752820916503055,63.78266398468902,81.64780704665768,51.40621823415651,97.3021205176965,81.63730672117362,56.67998384213815,62.65737889336959,72.88562776161413,74.59133635893325
18,5,6,15406.283816787456,16044.158368028888,29.684506494693373,67.79311199041612,63.320607115525604,81.44483075854836,74.36561691392569,44.42821038531994,62.77385141312893,80.621132092535,72.09036134966323,90.95902388919981,39.3015277506382,80.52188832329746,75.51982308692888,62.434991571660454,76.99864553243442,81.71837781749669,97.5070466484985,97.79386490386862,65.07495561483323,92.41968735771266,58.32262504841936,54.58010171897134,99.92627631741861
22,3,1,17873.32218122602,14735.20176612875,12.310868728400227,50.30864048804246,96.95626555113894,68.28975773455002,95.42499937662349,48.75968514121782,66.27401096299397,95.41728872107211,50.48612353305523,90.55420310300372,64.75005681683037,63.377159704610584,67.20881538076313,40.914987448366404,59.558037469114815,95.93615944491927,89.18836754695778,89.74646666232812,70.53486233319245,89.47676847704287,90.36206603036305,97.8353515156291,54.181498708502936
0,3,5,19342.974406356447,15391.2180913218,43.67076593163043,63.311170291722995,55.141003954465795,97.31220397772911,69.78138178269666,75.47833313659766,53.80895501772365,73.23551825576611,92.27968072789332,78.98082761629315,88.67198589282297,39.56154463560951,83.21234837051362,87.20029917946106,57.169562423396954,90.65605565541642,91.65515612065911,40.326373509419675,71.84087309113241,52.216127444234225,95.9517989019018,94.48920834959223,85.98800336844018
1,9,1,19536.346777757106,14315.039986985968,14.63237931363715,83.585178080591,40.082486738083595,40.56873947967843,98.6600009280525,55.42962227710454,98.2231026548904,94.16270271598695,64.5043048790206,96.14208484958274,32.42434605249184,83.17849281104948,84.47991489191274,78.38307597638023,53.079853603750415,95.72877209845832,58.43307121823974,102.1163065926654,59.936915167906875,45.85723892749964,45.184559179223,80.54692354586751,60.26180890456093
12,6,4,15216.192376642688,15633.596556819906,46.481566671318866,92.0681187953263,71.52410348322897,90.1136847653452,65.91755248668694,98.73133587468045,93.90053483870646,75.82588060451097,72.50096053966952,77.29634142330679,68.5107123924237,91.65805988770586,60.818094866216676,72.9969877395312,62.74169339042636,93.66478905580534,92.53516352839506,80.38837970303106,87.98206249973732,55.372473558290196,30.85751151143159,96.5159992270564,95.47783261445767
14,3,2,13826.541544880332,16322.425514258108,42.35362574526825,85.73889851214196,68.58655419536395,87.89992973794229,65.78091868553395,78.20894959726662,55.77417892833357,54.42438731725841,75.74868072071273,71.33745032868097,65.8729059262875,52.49686384153205,91.10797606461863,49.83283726997745,84.40803945199346,86.698975354932,68.08238208549312,90.59901412548743,58.56588888204937,99.76435880840127,40.72858524833157,65.02786361727664,42.18642661394132
